user_id,signup,kyc_completed,first_trade,repeat_trade,trade_type,signup_date,trade_date
642,1,1,0,0,,2024-03-30,
643,1,1,1,0,derivatives,2024-03-21,2024-03-24
644,1,1,1,1,spot,2024-04-12,2024-04-25
645,1,1,0,0,,2024-06-08,
646,1,0,0,0,,2024-04-25,
647,1,1,1,0,spot,2024-01-13,2024-01-18
648,1,1,0,0,,2024-05-03,
649,1,0,0,0,,2024-05-26,
650,1,1,0,0,,2024-05-31,
651,1,1,0,0,,2024-03-28,
652,1,1,0,0,,2024-01-11,
653,1,1,0,0,,2024-01-15,
654,1,0,0,0,,2024-01-10,
655,1,1,1,1,derivatives,2024-02-10,2024-02-20
656,1,1,0,0,,2024-06-03,
657,1,1,1,0,spot,2024-03-13,2024-03-21
658,1,1,1,1,spot,2024-02-21,2024-03-04
659,1,1,0,0,,2024-05-07,
660,1,1,1,0,spot,2024-01-28,2024-01-29
661,1,1,0,0,,2024-03-05,
662,1,0,0,0,,2024-01-17,
663,1,1,0,0,,2024-04-04,
664,1,1,1,0,spot,2024-06-20,2024-06-28
665,1,1,1,0,spot,2024-05-17,2024-05-24
666,1,1,0,0,,2024-03-03,
667,1,1,0,0,,2024-06-23,
668,1,1,1,0,spot,2024-02-07,2024-02-08
669,1,1,1,0,spot,2024-03-10,2024-03-23
670,1,1,0,0,,2024-04-13,
671,1,1,1,1,spot,2024-02-22,2024-03-06
672,1,0,0,0,,2024-06-20,
673,1,1,1,0,derivatives,2024-04-28,2024-05-08
674,1,1,0,0,,2024-03-14,
675,1,1,1,1,derivatives,2024-02-23,2024-03-06
676,1,0,0,0,,2024-01-20,
677,1,1,0,0,,2024-03-19,
678,1,1,0,0,,2024-01-31,
679,1,0,0,0,,2024-05-14,
680,1,0,0,0,,2024-02-27,
681,1,0,0,0,,2024-04-14,
682,1,1,1,1,spot,2024-01-10,2024-01-20
683,1,1,0,0,,2024-01-10,
684,1,1,0,0,,2024-02-08,
685,1,0,0,0,,2024-06-04,
686,1,1,0,0,,2024-06-06,
687,1,1,0,0,,2024-02-06,
688,1,1,0,0,,2024-04-28,
689,1,0,0,0,,2024-03-07,
690,1,1,0,0,,2024-02-12,
691,1,1,0,0,,2024-02-21,
692,1,1,1,1,spot,2024-04-10,2024-04-22
693,1,1,0,0,,2024-02-25,
694,1,1,0,0,,2024-03-16,
695,1,1,1,1,spot,2024-03-08,2024-03-14
696,1,1,0,0,,2024-05-16,
697,1,1,1,1,spot,2024-04-15,2024-04-16
698,1,1,0,0,,2024-05-04,
699,1,1,1,1,derivatives,2024-04-01,2024-04-03
700,1,1,1,0,derivatives,2024-01-23,2024-01-28
701,1,1,0,0,,2024-04-18,
702,1,1,1,1,spot,2024-03-01,2024-03-03
703,1,1,0,0,,2024-06-16,
704,1,1,0,0,,2024-02-13,
705,1,1,1,1,spot,2024-05-31,2024-06-10
706,1,0,0,0,,2024-06-27,
707,1,1,0,0,,2024-06-09,
708,1,0,0,0,,2024-01-16,
709,1,1,0,0,,2024-01-22,
710,1,1,0,0,,2024-02-26,
711,1,0,0,0,,2024-03-02,
712,1,1,0,0,,2024-04-16,
713,1,1,0,0,,2024-03-11,
714,1,1,0,0,,2024-03-30,
715,1,1,0,0,,2024-03-12,
716,1,0,0,0,,2024-03-10,
717,1,0,0,0,,2024-01-30,
718,1,0,0,0,,2024-04-12,
719,1,1,1,1,spot,2024-05-30,2024-05-31
720,1,0,0,0,,2024-02-01,
721,1,0,0,0,,2024-03-26,
722,1,1,1,1,spot,2024-02-26,2024-03-03
723,1,1,1,1,spot,2024-04-18,2024-04-26
724,1,0,0,0,,2024-01-09,
725,1,1,0,0,,2024-01-31,
726,1,0,0,0,,2024-03-11,
727,1,1,0,0,,2024-05-16,
728,1,0,0,0,,2024-01-13,
729,1,1,0,0,,2024-05-10,
730,1,1,0,0,,2024-02-04,
731,1,1,1,1,derivatives,2024-01-21,2024-01-29
732,1,0,0,0,,2024-03-04,
733,1,1,0,0,,2024-04-04,
734,1,1,1,0,derivatives,2024-06-28,2024-07-11
735,1,1,1,1,spot,2024-02-03,2024-02-16
736,1,0,0,0,,2024-04-30,
737,1,1,1,1,spot,2024-06-11,2024-06-19
738,1,0,0,0,,2024-01-15,
739,1,1,1,1,derivatives,2024-04-29,2024-05-10
740,1,1,0,0,,2024-04-05,
741,1,1,0,0,,2024-01-06,
742,1,1,0,0,,2024-04-18,
743,1,0,0,0,,2024-04-06,
744,1,1,0,0,,2024-02-01,
745,1,1,1,1,spot,2024-06-28,2024-07-04
746,1,0,0,0,,2024-03-23,
747,1,1,1,1,spot,2024-06-04,2024-06-15
748,1,1,0,0,,2024-04-27,
749,1,0,0,0,,2024-03-19,
750,1,1,1,0,spot,2024-03-18,2024-03-21
751,1,1,0,0,,2024-05-26,
752,1,0,0,0,,2024-04-16,
753,1,1,0,0,,2024-05-05,
754,1,1,0,0,,2024-01-15,
755,1,1,1,0,derivatives,2024-05-13,2024-05-14
756,1,0,0,0,,2024-03-13,
757,1,1,0,0,,2024-04-10,
758,1,1,1,0,spot,2024-04-07,2024-04-09
759,1,0,0,0,,2024-06-14,
760,1,0,0,0,,2024-01-26,
761,1,1,0,0,,2024-04-01,
762,1,1,0,0,,2024-05-04,
763,1,1,1,0,spot,2024-06-27,2024-07-02
764,1,0,0,0,,2024-03-13,
765,1,1,0,0,,2024-05-02,
766,1,1,1,0,derivatives,2024-02-22,2024-03-06
767,1,0,0,0,,2024-03-18,
768,1,0,0,0,,2024-04-01,
769,1,1,0,0,,2024-03-28,
770,1,0,0,0,,2024-01-13,
771,1,1,0,0,,2024-02-12,
772,1,0,0,0,,2024-03-16,
773,1,1,1,1,derivatives,2024-02-20,2024-03-01
774,1,1,0,0,,2024-01-19,
775,1,0,0,0,,2024-05-28,
776,1,1,0,0,,2024-05-01,
777,1,1,0,0,,2024-01-24,
778,1,0,0,0,,2024-01-26,
779,1,0,0,0,,2024-06-21,
780,1,1,0,0,,2024-06-04,
781,1,1,0,0,,2024-04-29,
782,1,1,1,1,derivatives,2024-03-22,2024-03-27
783,1,1,1,0,spot,2024-04-09,2024-04-19
784,1,1,1,1,spot,2024-06-05,2024-06-06
785,1,1,1,1,derivatives,2024-01-17,2024-01-18
786,1,0,0,0,,2024-03-08,
787,1,1,1,0,derivatives,2024-02-13,2024-02-22
788,1,1,0,0,,2024-03-01,
789,1,1,1,1,spot,2024-05-02,2024-05-04
790,1,0,0,0,,2024-04-02,
791,1,1,1,1,spot,2024-03-14,2024-03-21
792,1,1,1,0,derivatives,2024-06-01,2024-06-11
793,1,1,1,1,derivatives,2024-03-07,2024-03-11
794,1,1,0,0,,2024-04-20,
795,1,1,0,0,,2024-01-02,
796,1,0,0,0,,2024-03-29,
797,1,0,0,0,,2024-06-25,
798,1,1,1,0,spot,2024-01-26,2024-02-02
799,1,1,1,1,spot,2024-04-08,2024-04-16
800,1,0,0,0,,2024-01-27,
801,1,1,1,1,spot,2024-03-29,2024-04-03
802,1,1,1,1,spot,2024-05-25,2024-06-07
803,1,1,1,0,spot,2024-01-01,2024-01-13
804,1,1,1,1,spot,2024-04-12,2024-04-24
805,1,1,0,0,,2024-05-10,
806,1,0,0,0,,2024-02-10,
807,1,0,0,0,,2024-06-13,
808,1,0,0,0,,2024-02-20,
809,1,1,0,0,,2024-01-15,
810,1,1,1,0,spot,2024-01-08,2024-01-09
811,1,0,0,0,,2024-02-07,
812,1,0,0,0,,2024-04-23,
813,1,1,1,1,spot,2024-03-23,2024-03-27
814,1,0,0,0,,2024-02-25,
815,1,0,0,0,,2024-06-23,
816,1,1,1,0,spot,2024-04-12,2024-04-22
817,1,1,0,0,,2024-05-17,
818,1,1,0,0,,2024-04-11,
819,1,1,0,0,,2024-03-18,
820,1,1,0,0,,2024-06-25,
821,1,0,0,0,,2024-06-17,
822,1,1,0,0,,2024-03-23,
823,1,1,1,1,derivatives,2024-01-30,2024-02-02
824,1,1,0,0,,2024-01-05,
825,1,1,0,0,,2024-04-28,
826,1,0,0,0,,2024-01-31,
827,1,1,1,0,spot,2024-06-28,2024-07-08
828,1,1,0,0,,2024-01-23,
829,1,0,0,0,,2024-02-17,
830,1,1,0,0,,2024-04-18,
831,1,1,0,0,,2024-02-09,
832,1,1,1,0,spot,2024-01-06,2024-01-18
833,1,1,0,0,,2024-02-07,
834,1,1,0,0,,2024-06-17,
835,1,1,0,0,,2024-04-09,
836,1,1,1,1,derivatives,2024-01-27,2024-02-01
837,1,0,0,0,,2024-03-09,
838,1,1,0,0,,2024-02-26,
839,1,1,1,1,spot,2024-01-17,2024-01-27
840,1,1,0,0,,2024-03-11,
841,1,1,0,0,,2024-02-16,
842,1,1,1,0,derivatives,2024-03-19,2024-04-01
843,1,1,1,1,derivatives,2024-04-19,2024-04-29
844,1,0,0,0,,2024-01-13,
845,1,1,1,1,spot,2024-05-18,2024-05-31
846,1,1,0,0,,2024-05-03,
847,1,1,1,0,derivatives,2024-04-18,2024-04-24
848,1,0,0,0,,2024-03-30,
849,1,1,1,0,spot,2024-03-26,2024-03-28
850,1,1,0,0,,2024-04-01,
851,1,1,1,0,spot,2024-01-24,2024-01-31
852,1,0,0,0,,2024-03-13,
853,1,1,0,0,,2024-01-04,
854,1,0,0,0,,2024-04-22,
855,1,1,0,0,,2024-02-15,
856,1,1,0,0,,2024-01-18,
857,1,1,0,0,,2024-02-12,
858,1,1,0,0,,2024-06-09,
859,1,1,0,0,,2024-04-02,
860,1,1,0,0,,2024-04-12,
861,1,0,0,0,,2024-05-03,
862,1,1,0,0,,2024-01-10,
863,1,1,1,1,spot,2024-03-13,2024-03-26
864,1,1,1,1,spot,2024-01-31,2024-02-03
865,1,1,0,0,,2024-06-04,
866,1,1,1,0,derivatives,2024-02-29,2024-03-01
867,1,1,0,0,,2024-05-10,
868,1,1,1,1,spot,2024-04-27,2024-05-07
869,1,0,0,0,,2024-01-14,
870,1,0,0,0,,2024-05-22,
871,1,1,1,1,spot,2024-01-02,2024-01-05
872,1,1,1,1,spot,2024-01-24,2024-02-02
873,1,1,1,1,spot,2024-03-04,2024-03-14
874,1,1,0,0,,2024-04-09,
875,1,1,1,1,spot,2024-04-23,2024-05-04
876,1,1,0,0,,2024-01-24,
877,1,1,0,0,,2024-06-03,
878,1,1,0,0,,2024-06-13,
879,1,1,1,1,spot,2024-03-31,2024-04-11
880,1,1,0,0,,2024-06-15,
881,1,1,0,0,,2024-01-26,
882,1,1,1,1,derivatives,2024-03-05,2024-03-11
883,1,1,0,0,,2024-04-29,
884,1,1,0,0,,2024-01-04,
885,1,0,0,0,,2024-06-05,
886,1,1,1,0,spot,2024-01-01,2024-01-12
887,1,1,0,0,,2024-02-19,
888,1,1,0,0,,2024-04-19,
889,1,1,1,1,derivatives,2024-05-18,2024-05-24
890,1,1,1,0,spot,2024-03-14,2024-03-18
891,1,0,0,0,,2024-03-02,
892,1,0,0,0,,2024-03-21,
893,1,0,0,0,,2024-06-12,
894,1,1,1,1,derivatives,2024-02-25,2024-03-04
895,1,1,0,0,,2024-04-20,
896,1,1,1,1,derivatives,2024-01-21,2024-01-26
897,1,1,0,0,,2024-05-20,
898,1,0,0,0,,2024-01-09,
899,1,1,0,0,,2024-05-18,
900,1,1,0,0,,2024-03-10,
901,1,1,0,0,,2024-05-08,
902,1,1,1,1,spot,2024-04-27,2024-05-04
903,1,1,0,0,,2024-02-25,
904,1,1,0,0,,2024-01-31,
905,1,1,0,0,,2024-02-06,
906,1,0,0,0,,2024-06-23,
907,1,0,0,0,,2024-03-31,
908,1,1,0,0,,2024-04-23,
909,1,1,0,0,,2024-05-07,
910,1,1,0,0,,2024-06-23,
911,1,1,0,0,,2024-05-01,
912,1,1,0,0,,2024-03-09,
913,1,1,1,1,spot,2024-02-05,2024-02-14
914,1,1,1,1,derivatives,2024-02-01,2024-02-14
915,1,1,0,0,,2024-03-04,
916,1,1,1,0,spot,2024-06-18,2024-07-01
917,1,1,1,1,derivatives,2024-02-17,2024-02-22
918,1,0,0,0,,2024-03-21,
919,1,0,0,0,,2024-06-06,
920,1,1,0,0,,2024-05-28,
921,1,0,0,0,,2024-02-29,
922,1,1,1,0,spot,2024-05-20,2024-05-31
923,1,0,0,0,,2024-01-01,
924,1,0,0,0,,2024-03-05,
925,1,1,0,0,,2024-02-02,
926,1,1,1,1,spot,2024-02-07,2024-02-12
927,1,1,1,1,spot,2024-01-25,2024-01-29
928,1,1,1,1,derivatives,2024-06-02,2024-06-08
929,1,1,1,0,spot,2024-02-28,2024-03-01
930,1,1,0,0,,2024-06-09,
931,1,1,1,1,derivatives,2024-04-10,2024-04-13
932,1,0,0,0,,2024-05-06,
933,1,0,0,0,,2024-02-10,
934,1,1,0,0,,2024-06-06,
935,1,1,1,1,derivatives,2024-02-26,2024-02-27
936,1,1,0,0,,2024-06-25,
937,1,1,1,0,spot,2024-02-17,2024-02-19
938,1,0,0,0,,2024-03-12,
939,1,1,1,0,spot,2024-06-25,2024-06-27
940,1,1,0,0,,2024-06-23,
941,1,1,0,0,,2024-02-25,
942,1,1,1,1,derivatives,2024-03-05,2024-03-13
943,1,1,0,0,,2024-01-12,
944,1,0,0,0,,2024-03-09,
945,1,1,1,0,spot,2024-05-13,2024-05-21
946,1,1,0,0,,2024-03-29,
947,1,1,0,0,,2024-01-25,
948,1,0,0,0,,2024-01-01,
949,1,0,0,0,,2024-06-08,
950,1,1,1,0,derivatives,2024-05-10,2024-05-12
951,1,1,1,1,spot,2024-02-18,2024-03-02
952,1,1,1,1,spot,2024-05-26,2024-06-01
953,1,1,1,1,derivatives,2024-02-29,2024-03-05
954,1,0,0,0,,2024-06-05,
955,1,1,1,1,spot,2024-06-26,2024-06-29
956,1,1,1,0,spot,2024-01-02,2024-01-07
957,1,1,1,1,spot,2024-03-13,2024-03-18
958,1,1,1,0,spot,2024-05-24,2024-05-29
959,1,1,0,0,,2024-04-19,
960,1,0,0,0,,2024-06-12,
961,1,1,0,0,,2024-03-01,
962,1,1,0,0,,2024-01-17,
963,1,1,0,0,,2024-02-18,
964,1,1,1,0,spot,2024-03-16,2024-03-19
965,1,1,1,1,derivatives,2024-05-27,2024-05-30
966,1,1,1,1,spot,2024-06-26,2024-06-30
967,1,1,1,0,spot,2024-05-10,2024-05-17
968,1,1,1,0,spot,2024-02-12,2024-02-24
969,1,1,1,0,spot,2024-02-26,2024-03-09
970,1,1,0,0,,2024-02-19,
971,1,1,0,0,,2024-06-26,
972,1,0,0,0,,2024-02-06,
973,1,0,0,0,,2024-02-15,
974,1,1,1,0,spot,2024-06-18,2024-06-30
975,1,1,0,0,,2024-01-15,
976,1,1,0,0,,2024-06-09,
977,1,1,1,1,derivatives,2024-03-20,2024-03-22
978,1,1,0,0,,2024-05-18,
979,1,1,1,1,derivatives,2024-05-27,2024-06-06
980,1,1,1,1,spot,2024-01-24,2024-01-28
981,1,1,0,0,,2024-05-04,
982,1,0,0,0,,2024-04-27,
983,1,1,1,0,spot,2024-03-20,2024-03-24
984,1,1,1,0,spot,2024-04-03,2024-04-04
985,1,0,0,0,,2024-03-05,
986,1,1,1,1,spot,2024-03-28,2024-04-07
987,1,1,0,0,,2024-03-28,
988,1,1,0,0,,2024-05-24,
989,1,1,1,0,spot,2024-05-05,2024-05-13
990,1,0,0,0,,2024-03-29,
991,1,0,0,0,,2024-03-01,
992,1,1,1,0,spot,2024-01-15,2024-01-16
993,1,1,1,1,spot,2024-04-03,2024-04-11
994,1,1,0,0,,2024-02-20,
995,1,1,0,0,,2024-01-27,
996,1,1,1,0,spot,2024-03-14,2024-03-21
997,1,0,0,0,,2024-03-01,
998,1,1,0,0,,2024-01-31,
999,1,0,0,0,,2024-01-12,
1000,1,1,1,0,spot,2024-02-15,2024-02-24
1001,1,1,1,1,derivatives,2024-06-07,2024-06-15
1002,1,1,1,1,spot,2024-02-01,2024-02-06
1003,1,0,0,0,,2024-06-08,
1004,1,0,0,0,,2024-03-01,
1005,1,0,0,0,,2024-02-15,
1006,1,1,1,1,spot,2024-03-25,2024-04-02
1007,1,1,1,0,spot,2024-03-20,2024-03-31
1008,1,0,0,0,,2024-05-14,
1009,1,1,1,1,spot,2024-01-04,2024-01-14
1010,1,1,0,0,,2024-02-21,
1011,1,1,0,0,,2024-06-07,
1012,1,0,0,0,,2024-04-21,
1013,1,0,0,0,,2024-02-05,
1014,1,1,0,0,,2024-02-23,
1015,1,1,1,1,derivatives,2024-04-28,2024-05-10
1016,1,0,0,0,,2024-05-06,
1017,1,1,1,1,spot,2024-01-17,2024-01-29
1018,1,1,0,0,,2024-03-15,
1019,1,0,0,0,,2024-06-06,
1020,1,1,1,0,spot,2024-04-14,2024-04-17
1021,1,1,0,0,,2024-05-29,
1022,1,1,0,0,,2024-04-26,
1023,1,0,0,0,,2024-02-12,
1024,1,0,0,0,,2024-04-21,
1025,1,0,0,0,,2024-04-24,
1026,1,1,0,0,,2024-01-27,
1027,1,0,0,0,,2024-02-06,
1028,1,0,0,0,,2024-02-15,
1029,1,1,1,0,spot,2024-04-22,2024-05-02
1030,1,0,0,0,,2024-02-04,
1031,1,1,0,0,,2024-05-11,
1032,1,1,0,0,,2024-03-20,
1033,1,1,1,0,derivatives,2024-03-20,2024-03-27
1034,1,1,0,0,,2024-06-02,
1035,1,1,0,0,,2024-04-30,
1036,1,1,0,0,,2024-05-26,
1037,1,1,0,0,,2024-05-01,
1038,1,0,0,0,,2024-03-21,
1039,1,1,0,0,,2024-06-21,
1040,1,1,0,0,,2024-06-02,
1041,1,1,0,0,,2024-05-29,
1042,1,0,0,0,,2024-04-28,
1043,1,1,0,0,,2024-02-27,
1044,1,1,0,0,,2024-03-03,
1045,1,0,0,0,,2024-06-04,
1046,1,1,1,0,spot,2024-06-20,2024-07-02
1047,1,1,0,0,,2024-04-09,
1048,1,1,0,0,,2024-06-19,
1049,1,0,0,0,,2024-06-13,
1050,1,1,0,0,,2024-03-06,
1051,1,0,0,0,,2024-05-24,
1052,1,1,0,0,,2024-06-16,
1053,1,0,0,0,,2024-06-14,
1054,1,0,0,0,,2024-03-25,
1055,1,0,0,0,,2024-05-16,
1056,1,1,1,0,spot,2024-05-23,2024-05-27
1057,1,0,0,0,,2024-05-02,
1058,1,1,0,0,,2024-01-02,
1059,1,1,0,0,,2024-04-15,
1060,1,1,1,1,spot,2024-04-17,2024-04-22
1061,1,0,0,0,,2024-03-12,
1062,1,0,0,0,,2024-06-19,
1063,1,0,0,0,,2024-05-05,
1064,1,1,1,1,spot,2024-06-18,2024-06-27
1065,1,1,1,0,spot,2024-02-26,2024-03-04
1066,1,0,0,0,,2024-03-21,
1067,1,1,0,0,,2024-06-06,
1068,1,1,1,1,spot,2024-05-20,2024-05-24
1069,1,1,0,0,,2024-01-19,
1070,1,1,1,1,spot,2024-01-07,2024-01-13
1071,1,1,1,0,derivatives,2024-05-16,2024-05-26
1072,1,1,1,0,spot,2024-02-23,2024-03-05
1073,1,1,0,0,,2024-04-13,
1074,1,1,0,0,,2024-03-26,
1075,1,0,0,0,,2024-03-22,
1076,1,1,1,1,spot,2024-03-01,2024-03-08
1077,1,1,1,0,spot,2024-03-27,2024-04-09
1078,1,1,0,0,,2024-01-02,
1079,1,1,0,0,,2024-06-26,
1080,1,0,0,0,,2024-01-31,
1081,1,0,0,0,,2024-02-02,
1082,1,1,1,1,derivatives,2024-03-20,2024-03-30
1083,1,1,0,0,,2024-01-11,
1084,1,0,0,0,,2024-06-09,
1085,1,0,0,0,,2024-05-07,
1086,1,1,1,1,spot,2024-05-14,2024-05-27
1087,1,1,0,0,,2024-05-07,
1088,1,1,0,0,,2024-01-31,
1089,1,0,0,0,,2024-06-24,
1090,1,1,0,0,,2024-05-05,
1091,1,0,0,0,,2024-02-16,
1092,1,1,1,1,derivatives,2024-04-16,2024-04-25
1093,1,1,0,0,,2024-01-19,
1094,1,1,1,1,spot,2024-03-21,2024-03-25
1095,1,1,0,0,,2024-05-02,
1096,1,1,1,1,spot,2024-05-13,2024-05-23
1097,1,1,1,0,spot,2024-04-16,2024-04-19
1098,1,1,0,0,,2024-02-18,
1099,1,0,0,0,,2024-03-13,
1100,1,1,0,0,,2024-02-19,
1101,1,1,0,0,,2024-03-21,
1102,1,0,0,0,,2024-04-04,
1103,1,0,0,0,,2024-01-12,
1104,1,0,0,0,,2024-01-23,
1105,1,0,0,0,,2024-02-23,
1106,1,1,0,0,,2024-04-27,
1107,1,1,1,1,spot,2024-02-28,2024-03-07
1108,1,0,0,0,,2024-06-12,
1109,1,1,1,0,derivatives,2024-01-03,2024-01-04
1110,1,1,1,0,derivatives,2024-02-27,2024-03-07
1111,1,0,0,0,,2024-02-26,
1112,1,1,0,0,,2024-05-24,
1113,1,1,1,0,spot,2024-06-15,2024-06-28
1114,1,1,0,0,,2024-03-30,
1115,1,1,0,0,,2024-02-24,
1116,1,1,1,0,spot,2024-02-14,2024-02-15
1117,1,1,1,1,derivatives,2024-01-01,2024-01-03
1118,1,0,0,0,,2024-01-21,
1119,1,1,0,0,,2024-01-21,
1120,1,1,0,0,,2024-02-21,
1121,1,0,0,0,,2024-03-22,
1122,1,0,0,0,,2024-06-19,
1123,1,0,0,0,,2024-06-28,
1124,1,0,0,0,,2024-03-07,
1125,1,1,1,0,spot,2024-04-22,2024-05-05
1126,1,1,1,0,spot,2024-02-13,2024-02-21
1127,1,1,1,1,spot,2024-06-08,2024-06-17
1128,1,1,0,0,,2024-01-10,
1129,1,1,1,1,spot,2024-03-04,2024-03-11
1130,1,1,1,0,spot,2024-03-09,2024-03-12
1131,1,0,0,0,,2024-03-08,
1132,1,1,1,1,spot,2024-01-28,2024-02-04
1133,1,1,1,1,spot,2024-04-25,2024-05-01
1134,1,1,0,0,,2024-02-20,
1135,1,1,0,0,,2024-01-04,
1136,1,1,1,1,spot,2024-03-19,2024-03-21
1137,1,0,0,0,,2024-01-17,
1138,1,1,1,1,spot,2024-04-17,2024-04-20
1139,1,1,0,0,,2024-03-14,
1140,1,1,0,0,,2024-06-23,
1141,1,0,0,0,,2024-01-23,
1142,1,1,1,1,spot,2024-01-18,2024-01-29
1143,1,1,1,0,derivatives,2024-05-08,2024-05-21
1144,1,1,0,0,,2024-02-04,
1145,1,1,0,0,,2024-03-04,
1146,1,0,0,0,,2024-02-28,
1147,1,0,0,0,,2024-01-01,
1148,1,1,1,0,spot,2024-05-10,2024-05-22
1149,1,0,0,0,,2024-03-07,
1150,1,0,0,0,,2024-02-06,
1151,1,1,1,1,spot,2024-01-29,2024-02-11
1152,1,0,0,0,,2024-03-29,
1153,1,1,1,0,derivatives,2024-06-09,2024-06-19
1154,1,1,0,0,,2024-04-09,
1155,1,1,0,0,,2024-05-01,
1156,1,0,0,0,,2024-03-30,
1157,1,1,1,1,derivatives,2024-05-11,2024-05-21
1158,1,0,0,0,,2024-01-14,
1159,1,0,0,0,,2024-06-09,
1160,1,1,0,0,,2024-05-29,
1161,1,0,0,0,,2024-06-24,
1162,1,1,0,0,,2024-05-10,
1163,1,1,0,0,,2024-03-25,
1164,1,0,0,0,,2024-05-30,
1165,1,1,0,0,,2024-01-21,
1166,1,0,0,0,,2024-06-19,
1167,1,0,0,0,,2024-01-26,
1168,1,1,0,0,,2024-02-10,
1169,1,1,1,1,spot,2024-05-01,2024-05-14
1170,1,1,0,0,,2024-02-07,
1171,1,1,1,1,spot,2024-03-28,2024-04-09
1172,1,0,0,0,,2024-01-11,
1173,1,1,0,0,,2024-01-29,
1174,1,1,0,0,,2024-02-29,
1175,1,1,0,0,,2024-03-01,
1176,1,1,0,0,,2024-05-26,
1177,1,0,0,0,,2024-06-22,
1178,1,1,1,1,derivatives,2024-06-25,2024-06-30
1179,1,0,0,0,,2024-01-22,
1180,1,1,1,0,derivatives,2024-03-18,2024-03-28
1181,1,0,0,0,,2024-04-22,
1182,1,1,0,0,,2024-05-02,
1183,1,1,0,0,,2024-05-21,
1184,1,0,0,0,,2024-02-13,
1185,1,1,0,0,,2024-05-23,
1186,1,0,0,0,,2024-04-06,
1187,1,1,0,0,,2024-03-17,
1188,1,1,0,0,,2024-05-19,
1189,1,1,1,0,derivatives,2024-02-24,2024-02-28
1190,1,1,1,1,derivatives,2024-02-20,2024-02-22
1191,1,1,0,0,,2024-04-11,
1192,1,1,1,0,spot,2024-06-15,2024-06-19
1193,1,1,1,0,spot,2024-06-09,2024-06-21
1194,1,1,0,0,,2024-06-09,
1195,1,1,0,0,,2024-01-29,
1196,1,0,0,0,,2024-03-09,
1197,1,0,0,0,,2024-06-07,
1198,1,0,0,0,,2024-03-20,
1199,1,0,0,0,,2024-01-31,
1200,1,1,0,0,,2024-04-21,
1201,1,0,0,0,,2024-02-15,
1202,1,1,0,0,,2024-04-06,
1203,1,1,0,0,,2024-02-21,
1204,1,1,1,0,spot,2024-05-17,2024-05-25
1205,1,1,1,0,spot,2024-03-14,2024-03-19
1206,1,0,0,0,,2024-02-10,
1207,1,1,1,0,spot,2024-03-17,2024-03-22
1208,1,1,1,1,spot,2024-05-10,2024-05-23
1209,1,1,0,0,,2024-04-23,
1210,1,0,0,0,,2024-02-21,
1211,1,1,0,0,,2024-06-10,
1212,1,1,1,1,spot,2024-06-25,2024-07-07
1213,1,1,0,0,,2024-06-04,
1214,1,0,0,0,,2024-03-27,
1215,1,1,0,0,,2024-04-18,
1216,1,1,0,0,,2024-05-20,
1217,1,1,0,0,,2024-03-09,
1218,1,1,0,0,,2024-04-29,
1219,1,1,1,1,derivatives,2024-03-07,2024-03-19
1220,1,1,1,1,spot,2024-03-01,2024-03-11
1221,1,0,0,0,,2024-03-11,
1222,1,1,0,0,,2024-05-31,
1223,1,1,0,0,,2024-05-30,
1224,1,0,0,0,,2024-01-30,
1225,1,1,0,0,,2024-05-25,
1226,1,1,1,1,spot,2024-04-05,2024-04-08
1227,1,1,0,0,,2024-02-25,
1228,1,1,0,0,,2024-02-22,
1229,1,0,0,0,,2024-01-07,
1230,1,1,0,0,,2024-04-06,
1231,1,0,0,0,,2024-04-22,
1232,1,1,1,1,spot,2024-05-04,2024-05-17
1233,1,1,0,0,,2024-06-28,
1234,1,1,0,0,,2024-05-11,
1235,1,1,0,0,,2024-06-10,
1236,1,1,0,0,,2024-06-09,
1237,1,0,0,0,,2024-04-30,
1238,1,1,1,0,spot,2024-02-07,2024-02-15
1239,1,0,0,0,,2024-05-01,
1240,1,1,1,1,derivatives,2024-01-26,2024-02-01
1241,1,0,0,0,,2024-05-08,
1242,1,0,0,0,,2024-01-04,
1243,1,0,0,0,,2024-02-08,
1244,1,0,0,0,,2024-02-23,
1245,1,0,0,0,,2024-06-09,
1246,1,1,0,0,,2024-02-02,
1247,1,1,0,0,,2024-01-20,
1248,1,1,0,0,,2024-01-16,
1249,1,0,0,0,,2024-05-28,
1250,1,1,1,1,spot,2024-06-21,2024-06-23
1251,1,0,0,0,,2024-05-06,
1252,1,1,0,0,,2024-03-27,
1253,1,1,1,0,derivatives,2024-03-22,2024-03-24
1254,1,1,0,0,,2024-03-02,
1255,1,1,0,0,,2024-01-31,
1256,1,1,0,0,,2024-02-11,
1257,1,1,1,1,spot,2024-01-12,2024-01-21
1258,1,1,0,0,,2024-03-05,
1259,1,1,0,0,,2024-03-13,
1260,1,1,1,0,spot,2024-05-10,2024-05-23
1261,1,1,0,0,,2024-04-24,
1262,1,0,0,0,,2024-05-16,
1263,1,1,0,0,,2024-04-15,
1264,1,1,0,0,,2024-06-27,
1265,1,1,1,0,spot,2024-01-16,2024-01-23
1266,1,1,0,0,,2024-03-18,
1267,1,1,0,0,,2024-05-04,
1268,1,1,1,1,spot,2024-05-10,2024-05-20
1269,1,1,1,0,derivatives,2024-05-31,2024-06-09
1270,1,1,1,1,spot,2024-05-20,2024-05-26
1271,1,1,0,0,,2024-05-09,
